node_id,node_type,label,uri,local_status,dependency_completeness,average_tokens_per_epoch,basis,evidence,notes
work:ifeval-constraint-taxonomy,source_work,IFEval constraint taxonomy,https://github.com/google-research/google-research/tree/master/instruction_following_eval,cleared,complete,,Google Research code Apache-2.0 and repository datasets CC-BY-4.0,Google Research repository licence and Tulu 3 report,"Tulu Persona IF uses 25 constraint types; Ai2 wrote 33 seed examples."
generated:tulu3:ai2-if-seeds,generated_contribution,Tulu 3 Ai2-authored instruction-following seeds,,cleared,complete,,Ai2-authored contribution released with Tulu 3 ODC-By data,Tulu 3 report section 3.1,33 manually written verifiable instructions used as generation examples.
generated:tulu3:gpt4o-persona-layer,generated_contribution,Tulu 3 GPT-4o persona-generated prompts and responses,,cleared,complete,,Ai2-released ODC-By generated layer; OpenAI assigned output rights to its customer subject to service compliance,Tulu 3 report footnote 6 and generation sections; OpenAI output-ownership terms,"GPT-4o-2024-08-06 was used for all persona synthesis unless otherwise stated; account-specific compliance is not independently archived."
generated:tulu3:claude35-output-layer,generated_contribution,Tulu 3 Claude 3.5 Sonnet generated outputs,,cleared,complete,,Ai2-released ODC-By generated layer; Anthropic January 2024 commercial terms assign output rights to the customer,Tulu 3 report section 3.1; math subset card; Anthropic January 2024 commercial terms,"The paper assigns Claude 3.5 Sonnet specifically to Python solutions while the math subset card also names Claude output terms; account-specific compliance is not independently archived."
component:sapient:platypus,component,Sapient Platypus family,,inherited,complete,64438800.0,Direct Open-Platypus component terms for ARB OpenBookQA ScienceQA and TheoremQA,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,ReClor and SciBench remain excluded; all eight retained files map to four licensed families.
component:sapient:synth,component,Sapient PleIAs SYNTH family,,inherited,complete,3454133993.8,Filtered English subset retains PleIAs SYNTH rights and seed obligations,legal/reports/dfm9-sapient-synthetic-math-family-audit.md,500 files capped at 20000 rows per file per epoch.
component:sapient:amps-mathematica,component,Sapient AMPS Mathematica family,,inherited,complete,398247764.0,Author-generated Mathematica problem/solution corpus released with the MIT-licensed MATH project,legal/reports/dfm9-sapient-synthetic-math-family-audit.md,137 generated task files capped at 10000 rows per file per epoch; preserve the MATH/AMPS citation and MIT notice.
component:sapient:dmmath,component,Sapient DeepMind Mathematics family,,inherited,complete,2609114656.8,Apache-2.0 procedural mathematics generator and generated question-answer pairs,legal/reports/dfm9-sapient-synthetic-math-family-audit.md,168 generated task files capped at 300000 rows per file per epoch.
component:sapient:flan,component,Sapient retained FLAN family,,inherited,complete,4327889931.6,Google FLAN transformation layer plus source-specific terms and Article 4 for uncovered expression under MAN-019,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,3644 files reconciled to CoT FLAN-2021 NIv2 and T0/P3 submixtures; privacy filtering remains a separate control.
component:sapient:flan-factual,component,Sapient retained factual FLAN family,,inherited,complete,10199566222.4,Source-specific open terms plus Article 4 and narrow Article 3 source-group treatment,legal/reports/dfm9-sapient-factual-flan-family-audit.md,266 retained task files mapped completely to 13 canonical source families.
component:sapient:sudoku-extreme,component,Sapient Sudoku Extreme family,,inherited,complete,178000000.0,Functional puzzle records are thin or non-protectable; possible compilation/database rights follow source children,legal/reports/dfm9-sapient-synthetic-math-family-audit.md,One 3831994-row file sampled at 1000000 rows per epoch.
component:sapient:tasksource,component,Sapient retained Tasksource family,,inherited,complete,148643148.2,Source-repository terms for specifically licensed tasks plus Article 3 research TDM for residual tasks under MAN-020,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,All 161 files map to 124 upstream repositories; current metadata is specific for 77 files and absent/unknown/other/generic for 84.
hf:PleIAs/SYNTH,dataset,PleIAs/SYNTH,https://huggingface.co/datasets/PleIAs/SYNTH,cleared,complete,,CC-BY-4.0 release built from CC-BY-SA Wikipedia seeds with output-reusable generators,PleIAs SYNTH dataset card,"Preserve attribution and any seed-level ShareAlike obligations; Sapient keeps English rows and removes cooking and Pleias self-knowledge seeds."
repo:google-deepmind/mathematics_dataset,source_work,DeepMind Mathematics Dataset generator,https://github.com/google-deepmind/mathematics_dataset,cleared,complete,,Apache-2.0 procedural generator and synthetic school-level mathematics data,Official repository setup.py and licence,The DFM files are direct conversions of train-easy train-medium and train-hard generator output.
dataset:hendrycks/AMPS-mathematica,source_work,AMPS Mathematica generated corpus,https://github.com/hendrycks/math,cleared,complete,,MIT-licensed author release of the linked AMPS pretraining corpus,Official MATH repository and NeurIPS 2021 paper,"The authors generated roughly 50000 exercises for each hand-designed Mathematica script; the external archive is linked by the MIT repository."
hf:sapientinc/sudoku-extreme,dataset,sapientinc/sudoku-extreme,https://huggingface.co/datasets/sapientinc/sudoku-extreme,inherited,complete,,Sapient deduplication permutation solving and train/test construction; underlying source compilation rights follow children,Sapient dataset card,No explicit dataset licence is declared on the card.
repo:t-dillon/tdoku,source_work,tdoku benchmark puzzle collections,https://github.com/t-dillon/tdoku,cleared,complete,,BSD-2-Clause repository containing solver generator benchmark framework and data archive,Official tdoku repository and licence,Preserve BSD notice for covered repository material.
work:enjoysudoku-community-puzzles,source_work,Enjoy Sudoku and named community puzzle collections,https://forum.enjoysudoku.com/,cleared,complete,,Project-owner manual low-risk acceptance for current academic/non-commercial scientific-research training; no Article 3 reliance identified; Article 4 conditional only,legal/reports/dfm9-sapient-synthetic-math-family-audit.md; project-owner decision 2026-08-17,"The dataset card names forum_hardest, magictour, ph_2010 and related collections without source licences. Individual grids are functional facts; the possible compilation/database-right caveat remains documented but does not block current-scope inclusion."
component:sapient-factual:race,component,Sapient factual FLAN RACE family,,inherited,complete,5928810490.0,Article 4 / Danish section 11 b project-owner determination,legal/reports/dfm9-sapient-factual-flan-family-audit.md,72 files; lawful long-running public distribution and no known reservation.
component:sapient-factual:squad,component,Sapient factual FLAN SQuAD family,,inherited,complete,818403640.0,CC-BY-SA-4.0 source releases,legal/reports/dfm9-sapient-factual-flan-family-audit.md,16 files spanning SQuAD v1 and v2.
component:sapient-factual:quac,component,Sapient factual FLAN QuAC family,,inherited,complete,712351845.8,MIT dataset release plus Wikipedia terms,legal/reports/dfm9-sapient-factual-flan-family-audit.md,4 files.
component:sapient-factual:ropes,component,Sapient factual FLAN ROPES family,,inherited,complete,710297538.0,CC-BY-4.0,legal/reports/dfm9-sapient-factual-flan-family-audit.md,54 files.
component:sapient-factual:drop,component,Sapient factual FLAN DROP family,,inherited,complete,617533186.8,CC-BY-SA-4.0,legal/reports/dfm9-sapient-factual-flan-family-audit.md,10 files.
component:sapient-factual:hotpotqa,component,Sapient factual FLAN HotpotQA and KILT family,,inherited,complete,595781798.0,CC-BY-SA-4.0,legal/reports/dfm9-sapient-factual-flan-family-audit.md,28 files; all retained KILT labels map to HotpotQA.
component:sapient-factual:wikidialog,component,Sapient factual FLAN WikiDialog family,,inherited,complete,366934118.2,Wikipedia open terms plus publicly released synthetic dialogue layer,legal/reports/dfm9-sapient-factual-flan-family-audit.md,4 files.
component:sapient-factual:dream,component,Sapient factual FLAN DREAM family,,inherited,complete,192229708.0,Article 4 / Danish section 11 b project-owner determination,legal/reports/dfm9-sapient-factual-flan-family-audit.md,28 files; lawful long-running public distribution and no known reservation.
component:sapient-factual:coqa,component,Sapient factual FLAN CoQA family,,inherited,complete,82494160.0,Source-specific direct terms plus Article 4 for uncovered source expression,legal/reports/dfm9-sapient-factual-flan-family-audit.md,8 files.
component:sapient-factual:triviaqa,component,Sapient factual FLAN TriviaQA family,,inherited,complete,61108488.2,"TriviaQA publisher Apache-2.0 representation accepted by project owner; source-site provenance retained as non-blocking evidence",legal/reports/dfm9-sapient-factual-flan-family-audit.md,"8 files; retained rows contain questions and short answers but not web evidence documents."
component:sapient-factual:boolq,component,Sapient factual FLAN BoolQ family,,inherited,complete,50877384.0,CC-BY-SA-3.0,legal/reports/dfm9-sapient-factual-flan-family-audit.md,8 files.
component:sapient-factual:natural-questions,component,Sapient factual FLAN Natural Questions family,,inherited,complete,46898189.4,CC-BY-SA-3.0,legal/reports/dfm9-sapient-factual-flan-family-audit.md,4 files.
component:sapient-factual:webquestions,component,Sapient factual FLAN WebQuestions family,,inherited,complete,15845676.0,Article 4 / Danish section 11 b project-owner determination,legal/reports/dfm9-sapient-factual-flan-family-audit.md,22 files; lawful long-running public distribution and no known reservation.
hf:EleutherAI/race,dataset,EleutherAI/race,https://huggingface.co/datasets/EleutherAI/race,cleared,complete,,Article 4 / Danish section 11 b project-owner determination,legal/reports/dfm9-sapient-factual-flan-family-audit.md; project-owner decision 2026-08-17,No known reservation or challenge; acquisition-time evidence remains incomplete.
hf:rajpurkar/squad,dataset,rajpurkar/squad,https://huggingface.co/datasets/rajpurkar/squad,cleared,complete,,CC-BY-SA-4.0,HF card revision 7b6d24c440a36b6815f21b70d25016731768db1f,Preserve attribution and ShareAlike analysis.
hf:rajpurkar/squad_v2,dataset,rajpurkar/squad_v2,https://huggingface.co/datasets/rajpurkar/squad_v2,cleared,complete,,CC-BY-SA-4.0,HF card revision 3ffb306f725f7d2ce8394bc1873b24868140c412,Preserve attribution and ShareAlike analysis.
hf:allenai/quac,dataset,allenai/quac,https://huggingface.co/datasets/allenai/quac,cleared,complete,,MIT dataset release plus Wikipedia terms,HF card revision 2c1b73f07a629a338127b6a9761c64bf3e969179,Preserve MIT notice and Wikipedia obligations.
hf:allenai/ropes,dataset,allenai/ropes,https://huggingface.co/datasets/allenai/ropes,cleared,complete,,CC-BY-4.0,HF card revision d59f1e2ee2b423d7c6ba71edd47fceb4158b07dd,Preserve attribution.
hf:ucinlp/drop,dataset,ucinlp/drop,https://huggingface.co/datasets/ucinlp/drop,cleared,complete,,CC-BY-SA-4.0,HF card revision 95cda593fae71b60b5b19f82de3fcf3298c1239c,Preserve attribution and ShareAlike analysis.
hf:hotpotqa/hotpot_qa,dataset,hotpotqa/hotpot_qa,https://huggingface.co/datasets/hotpotqa/hotpot_qa,cleared,complete,,CC-BY-SA-4.0,HF card revision 1908d6afbbead072334abe2965f91bd2709910ab,Preserve attribution and ShareAlike analysis.
hf:djaym7/wiki_dialog,dataset,djaym7/wiki_dialog,https://huggingface.co/datasets/djaym7/wiki_dialog,cleared,complete,,Wikipedia CC-BY-SA/GFDL source terms plus publicly released generated dialogue layer,Official TFDS WikiDialog description and Google dialog-inpainting release,One speaker reproduces exact Wikipedia sentences.
hf:dataset-org/dream,dataset,dataset-org/dream,https://huggingface.co/datasets/dataset-org/dream,cleared,complete,,Article 4 / Danish section 11 b project-owner determination,legal/reports/dfm9-sapient-factual-flan-family-audit.md; project-owner decision 2026-08-17,No known reservation or challenge; acquisition-time evidence remains incomplete.
hf:stanfordnlp/coqa,dataset,stanfordnlp/coqa,https://huggingface.co/datasets/stanfordnlp/coqa,cleared,complete,,Source-specific direct terms plus Article 4 for RACE-derived and unresolved layers,Official CoQA licensing statement; project-owner decision 2026-08-17,"Public data mixes CC-BY-SA, MSR-LA, Apache, and RACE source terms."
hf:mandarjoshi/trivia_qa,dataset,mandarjoshi/trivia_qa,https://huggingface.co/datasets/mandarjoshi/trivia_qa,cleared,complete,,"Manual project-owner reliance on the official repository's express statement that Apache-2.0 applies to code and data",https://github.com/mandarjoshi90/triviaqa,"The project site ownership disclaimer and 14 source-site caveats remain recorded; retained rows omit evidence documents and URLs."
hf:google/boolq,dataset,google/boolq,https://huggingface.co/datasets/google/boolq,cleared,complete,,CC-BY-SA-3.0,Official BoolQ repository and HF revision 35b264d03638db9f4ce671b711558bf7ff0f80d5,Preserve attribution and ShareAlike analysis.
hf:google-research-datasets/natural_questions,dataset,google-research-datasets/natural_questions,https://huggingface.co/datasets/google-research-datasets/natural_questions,cleared,complete,,CC-BY-SA-3.0 dataset release,Official Natural Questions download page and HF revision e8103d566bef4154c2c12b17c6095ec5275840cc,Privacy remains a separate review axis.
hf:stanfordnlp/web_questions,dataset,stanfordnlp/web_questions,https://huggingface.co/datasets/stanfordnlp/web_questions,cleared,complete,,Article 4 / Danish section 11 b project-owner determination,legal/reports/dfm9-sapient-factual-flan-family-audit.md; project-owner decision 2026-08-17,No known reservation or challenge; acquisition-time evidence remains incomplete.
web:triviaqa:sfquiz,source_work,TriviaQA questions from SF Quiz,http://www.sfquiz.org.uk/,cleared,complete,14802302.4,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,Original domain expired in 2025; no known reservation at acquisition.
web:triviaqa:odquiz,source_work,TriviaQA questions from Online Quiz League,http://www.odquiz.org.uk/,cleared,complete,8050401.7,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,Current endpoint unavailable; no known reservation at acquisition.
web:triviaqa:quizwise,source_work,TriviaQA questions from Quizwise,http://www.quizwise.com/,cleared,complete,7891549.9,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,Current robots allows all and no TDM signal was found.
web:triviaqa:quizballs,source_work,TriviaQA questions from Quizballs,http://www.quizballs.com/,cleared,complete,5867137.4,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,No current TDM reservation found.
web:triviaqa:businessballs,source_work,TriviaQA questions from BusinessBalls,http://www.businessballs.com/,cleared,complete,4902491.4,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,Current robots expressly allows named AI agents.
web:triviaqa:derbyshire,source_work,TriviaQA questions from Derbyshire Pub Quiz League,https://derbyshirepubquizleague.wordpress.com/,cleared,complete,3185242.6,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,No current TDM reservation found.
web:triviaqa:quizguy,source_work,TriviaQA questions from Quizguy,https://quizguy.wordpress.com/,cleared,complete,2640613.5,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,No current TDM reservation found.
web:triviaqa:wrexham,source_work,TriviaQA questions from Wrexham Quiz League,http://www.wrexhamquizleague.co.uk/,cleared,complete,2520997.8,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,No current TDM reservation found.
web:triviaqa:jetpunk,source_work,TriviaQA questions from JetPunk,https://www.jetpunk.com/,cleared,complete,2495209.0,Article 3 / Danish section 11 c for current scientific research,legal/registers/dfm9-triviaqa-source-rights.csv,Current robots expressly states ai-train=no; timing relative to original collection is unknown.
web:triviaqa:quiz-zone,source_work,TriviaQA questions from Quiz Zone,https://www.quiz-zone.co.uk/,cleared,complete,2242050.0,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,No current TDM reservation found.
web:triviaqa:billturnbull,source_work,TriviaQA questions from Bill Turnbull Quiz4Free,http://billturnbull.quiz4free.com/,cleared,complete,2129594.0,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,No current TDM reservation found.
web:triviaqa:quiz4free,source_work,TriviaQA questions from Quiz4Free,http://quiz4free.com/,cleared,complete,1732267.8,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,No current TDM reservation found.
web:triviaqa:triviacountry,source_work,TriviaQA questions from Trivia Country,http://www.triviacountry.com/,cleared,complete,1547787.3,Article 3 / Danish section 11 c for current scientific research,legal/registers/dfm9-triviaqa-source-rights.csv,Current robots disallows all; whether this is an effective express Article 4 reservation is uncertain.
web:triviaqa:triviabug,source_work,TriviaQA questions from TriviaBug,http://triviabug.com/q-and-a-quizzes/,cleared,complete,1100843.6,Article 4 / Danish section 11 b project-owner determination,legal/registers/dfm9-triviaqa-source-rights.csv,All Rights Reserved footer is not an express TDM reservation.
component:sapient-flan:cot,component,Sapient FLAN CoT submixture,https://github.com/google-research/FLAN/tree/main/flan/v2,cleared,partial,101174105.0,Direct source terms where identified plus Article 4 / Danish section 11 b for uncovered expression under MAN-019,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,36 materialized files representing 18 retained canonical CoT tasks.
component:sapient-flan:flan2021,component,Sapient FLAN-2021 submixture,https://github.com/google-research/FLAN/tree/main/flan/v2,cleared,partial,291355542.6,Direct source terms where identified plus Article 4 / Danish section 11 b for uncovered expression under MAN-019,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,200 materialized files representing 50 retained canonical task renderings.
component:sapient-flan:niv2,component,Sapient Super-Natural-Instructions v2 submixture,https://github.com/allenai/natural-instructions,cleared,partial,2399621335.4,Apache-2.0 instruction/schema layer; instance-specific terms where identified and Article 4 for uncovered expression under MAN-019,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,2860 materialized files representing 1430 retained canonical tasks; NIv2 expressly says instance licences follow original datasets.
component:sapient-flan:t0,component,Sapient T0/P3 submixture,https://huggingface.co/datasets/bigscience/P3,cleared,partial,1535738948.6,Apache-2.0 P3/prompt layer plus source-specific terms and Article 4 for uncovered expression under MAN-019,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,548 materialized files representing 137 retained canonical task renderings.
component:sapient-tasksource:licensed,component,Sapient Tasksource specifically licensed repositories,https://github.com/sileod/tasksource,cleared,partial,78884609.4,Current source-repository Apache MIT CC-BY CC-BY-SA CC0 GPL or AFL metadata,legal/registers/dfm9-sapient-instruction-family-inventory.csv,77 retained task files; licences govern source repositories while Tasksource's harmonization code/documentation is CC-BY-4.0.
component:sapient-tasksource:residual,component,Sapient Tasksource residual repositories,https://github.com/sileod/tasksource,cleared,partial,69758538.8,Article 3 / Danish section 11 c for current academic scientific research under MAN-020,legal/registers/dfm9-sapient-instruction-family-inventory.csv,84 task files whose current source repository metadata is blank unknown other or generic CC; this is not clearance for redistribution or nonresearch use.
component:sapient-platypus:arb,component,Sapient Platypus ARB family,https://huggingface.co/datasets/garage-bAInd/Open-Platypus,cleared,complete,3478980.0,MIT according to the Open-Platypus source table,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,Five retained ARB subject files.
component:sapient-platypus:openbookqa,component,Sapient Platypus OpenBookQA family,https://huggingface.co/datasets/garage-bAInd/Open-Platypus,cleared,complete,4443600.0,Apache-2.0 according to the Open-Platypus source table,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,One retained file.
component:sapient-platypus:scienceqa,component,Sapient Platypus ScienceQA family,https://huggingface.co/datasets/garage-bAInd/Open-Platypus,cleared,complete,55947160.0,CC-BY-NC-SA-4.0 according to the Open-Platypus source table,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,One retained file; non-commercial restriction matches current project scope.
component:sapient-platypus:theoremqa,component,Sapient Platypus TheoremQA family,https://huggingface.co/datasets/garage-bAInd/Open-Platypus,cleared,complete,569060.0,MIT according to the Open-Platypus source table,legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,One retained file.
component:tulu-v2:flan-v2,source_component,Tulu v2 FLAN v2 and CoT rows,https://github.com/google-research/FLAN/tree/main/flan/v2,cleared,partial,,Direct source terms plus Article 4 / Danish section 11 b for uncovered FLAN expression under MAN-013 and MAN-019,legal/reports/dfm9-tulu-v2-sciriff-if-sft-audit.md,98870 rows in each full Tulu v2 reconstruction; acquisition-time reservation evidence remains partial.
generated:allenai:if-sft-constraint-response-layer,generated_contribution,Ai2 IF-SFT constraints and regenerated responses,,cleared,complete,,Ai2-published generated contribution,legal/reports/dfm9-tulu-v2-sciriff-if-sft-audit.md,Each row adds a constraint to a Tulu 3 prompt and replaces the assistant answer with a model-generated response.
generated:allenai:tulu-v2-hardcoded,generated_contribution,Ai2 Tulu v2 hard-coded assistant examples,,cleared,complete,,Ai2-authored contribution under the ODC-By release,data/downloads/datasets/allenai_tulu_v2_sft_mixture/README.md,14 authored examples repeated ten times.
hf:GAIR/lima,dataset,GAIR/lima,https://huggingface.co/datasets/GAIR/lima,cleared,complete,,CC-BY-NC-SA for current academic/non-commercial use,data/downloads/datasets/allenai_tulu_v2_sft_mixture/README.md,1018 retained local rows.
hf:Open-Orca/OpenOrca,dataset,Open-Orca/OpenOrca,https://huggingface.co/datasets/Open-Orca/OpenOrca,cleared,partial,,MIT response/package layer plus Article 4 for uncovered FLAN expression,data/downloads/datasets/allenai_tulu_v2_sft_mixture/README.md,29683 retained local rows.
hf:WizardLMTeam/WizardLM_evol_instruct_V2_196k,dataset,WizardLM EvolInstruct V2,https://huggingface.co/datasets/WizardLMTeam/WizardLM_evol_instruct_V2_196k,cleared,complete,,MIT,https://huggingface.co/datasets/WizardLMTeam/WizardLM_evol_instruct_V2_196k,29810 retained local rows; current official release supersedes the historical no-license note in the Tulu card.
hf:anon8231489123/ShareGPT_Vicuna_unfiltered,dataset,ShareGPT Vicuna unfiltered,https://huggingface.co/datasets/anon8231489123/ShareGPT_Vicuna_unfiltered,cleared,complete,,MAN-022 project-owner acceptance of deliberate one-click publication and public-API availability as participant permission for current academic/non-commercial research training,legal/reports/dfm9-sharegpt-boundary-audit.md; legal/reports/dfm9-manual-acceptances-and-overrides.md,Same operative project status as WildChat but weaker evidence: no explicit model-training consent; not a blanket Apache-2.0 licence or raw-redistribution/nonresearch permission; privacy and credential controls remain separate.
source:Instruction-Tuning-with-GPT-4/GPT-4-LLM,source_component,GPT4-Alpaca,https://github.com/Instruction-Tuning-with-GPT-4/GPT-4-LLM,cleared,complete,,CC-BY-NC-4.0 for current academic/non-commercial use,data/downloads/datasets/allenai_tulu_v2_sft_mixture/README.md,19906 retained local rows.
source:sahil280114/codealpaca,source_component,Code-Alpaca,https://github.com/sahil280114/codealpaca,cleared,complete,,CC-BY-NC-4.0 for current academic/non-commercial use,data/downloads/datasets/allenai_tulu_v2_sft_mixture/README.md,20016 retained local rows.
