source_id,source_url,dfm9_prefix_or_category,sampled_tokens_five_epochs,average_sampled_tokens_per_epoch,dfm9_share,captured_declared_licence,copyright_class,current_scientific_research_basis,nonresearch_or_commercial_basis,article3_required,article4_status,lineage_scope,confidence,rationale,acquisition_evidence,current_metadata_evidence,human_review_required
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,2662470,532494.0,0.00066613%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,1073900,214780.0,0.00026868%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,1598975,319795.0,0.00040005%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,426395,85279.0,0.00010668%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,1060105,212021.0,0.00026523%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,178035,35607.0,0.00004454%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,991595,198319.0,0.00024809%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,745610,149122.0,0.00018655%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,287555,57511.0,0.00007194%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,67035,13407.0,0.00001677%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,86635,17327.0,0.00002168%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,410070,82014.0,0.00010260%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,scope_check
schneiderkamplab/sapient-synth-platypus-reclor,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-platypus-reclor,sapient-synth-platypus-reclor,4609915,921983.0,0.00115336%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-platypus-reclor,scope_check
schneiderkamplab/sapient-synth-platypus-scibench,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-platypus-scibench,sapient-synth-platypus-scibench,518275,103655.0,0.00012967%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-platypus-scibench,scope_check
schneiderkamplab/sapient-synth-tasksource-pragmeval-sarcasm,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-tasksource-pragmeval-sarcasm,sapient-synth-tasksource-pragmeval-sarcasm,2712070,542414.0,0.00067854%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-tasksource-pragmeval-sarcasm,scope_check
schneiderkamplab/sapient-synth-tasksource-reclor,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-tasksource-reclor,sapient-synth-tasksource-reclor,4502840,900568.0,0.00112657%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-tasksource-reclor,scope_check
schneiderkamplab/transformations-danish-danish,https://huggingface.co/datasets/schneiderkamplab/transformations-danish-danish,transformations-danish-danish,2480962185,496192437.0,0.62071615%,apache-2.0,mixed_direct_licences_and_agreements,project-generated Apache-2.0 layer plus direct licence/agreement for every identified seed family,"same direct basis if attribution, ShareAlike, notices, and agreement scope are retained",no,not_needed_within_direct_scope,Derived from multiple seed families; seed-level licence/agreement controls.,high,"Exact accepted-row matching identifies the Danish seed families as DynaWord, Laerebogen, Wikipedia instructions, Oliver Kinch sources and Lex.dk; English rows trace to scientific/arXiv summaries, DBC, Lex.dk and ASSET. Existing source decisions cover all identified families.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/transformations-danish-danish,yes
schneiderkamplab/transformations-danish-english,https://huggingface.co/datasets/schneiderkamplab/transformations-danish-english,transformations-danish-english,2344459020,468891804.0,0.58656419%,apache-2.0,mixed_direct_licences_and_agreements,project-generated Apache-2.0 layer plus direct licence/agreement for every identified seed family,"same direct basis if attribution, ShareAlike, notices, and agreement scope are retained",no,not_needed_within_direct_scope,Derived from multiple seed families; seed-level licence/agreement controls.,high,"Exact accepted-row matching identifies the Danish seed families as DynaWord, Laerebogen, Wikipedia instructions, Oliver Kinch sources and Lex.dk; English rows trace to scientific/arXiv summaries, DBC, Lex.dk and ASSET. Existing source decisions cover all identified families.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/transformations-danish-english,yes
schneiderkamplab/transformations-english-danish,https://huggingface.co/datasets/schneiderkamplab/transformations-english-danish,transformations-english-danish,2088797655,417759531.0,0.52259984%,apache-2.0,mixed_direct_licences_and_agreements,project-generated Apache-2.0 layer plus direct licence/agreement for every identified seed family,"same direct basis if attribution, ShareAlike, notices, and agreement scope are retained",no,not_needed_within_direct_scope,Derived from multiple seed families; seed-level licence/agreement controls.,high,"Exact accepted-row matching identifies the Danish seed families as DynaWord, Laerebogen, Wikipedia instructions, Oliver Kinch sources and Lex.dk; English rows trace to scientific/arXiv summaries, DBC, Lex.dk and ASSET. Existing source decisions cover all identified families.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/transformations-english-danish,yes
schneiderkamplab/transformations-english-english,https://huggingface.co/datasets/schneiderkamplab/transformations-english-english,transformations-english-english,2355494600,471098920.0,0.58932520%,apache-2.0,mixed_direct_licences_and_agreements,project-generated Apache-2.0 layer plus direct licence/agreement for every identified seed family,"same direct basis if attribution, ShareAlike, notices, and agreement scope are retained",no,not_needed_within_direct_scope,Derived from multiple seed families; seed-level licence/agreement controls.,high,"Exact accepted-row matching identifies the Danish seed families as DynaWord, Laerebogen, Wikipedia instructions, Oliver Kinch sources and Lex.dk; English rows trace to scientific/arXiv summaries, DBC, Lex.dk and ASSET. Existing source decisions cover all identified families.",docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/transformations-english-english,yes
synquid/danish-verifiable-reasoning,https://huggingface.co/datasets/synquid/danish-verifiable-reasoning,synquid_danish_verifiable_reasoning,90656800,18131360.0,0.02268158%,,project_generated_derivative_of_open_source,authorized DFM/Synquid translation and solution layer plus Ai2-authored DOLCI puzzle prompts released for research under ODC-By,same direct basis if attribution and applicable DOLCI/DFM notices are retained,no,not_needed_within_direct_scope,Top-level dataset repository or agreement source.,high,"The project owner confirmed Synquid's authored contribution is authorized, and the DOLCI card identifies the logic-puzzle prompts as new prompts from Ai2. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance.",data/downloads/datasets/synquid_danish_verifiable_reasoning/.cache/huggingface/download/README.md.metadata,https://huggingface.co/api/datasets/synquid/danish-verifiable-reasoning,scope_check
synquid/ifbench-train,https://huggingface.co/datasets/synquid/ifbench-train,synquid_ifbench_train,63445650,12689130.0,0.01587358%,,explicit_publisher_training_permission,"affirmative WildChat user consent for research/product-development use and third-party publication/sharing, accepted by the project owner as express permission for current research model training","downstream use remains limited by the documented consent scope, dataset terms, and independent privacy obligations",no,not_needed_within_direct_scope,Authorized DFM/Synquid contribution retaining WildChat prompts covered by affirmative user consent accepted for current research training.,high,"The ICLR 2024 WildChat paper documents a two-step affirmative collection/use/publication consent flow; on 2026-08-17 the project owner accepted that consent as express permission for the current research training use. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance.",data/downloads/datasets/synquid_ifbench_train/.cache/huggingface/download/README.md.metadata,https://huggingface.co/api/datasets/synquid/ifbench-train,yes
synquid/mt-da-deepseek,https://huggingface.co/datasets/synquid/mt-da-deepseek,synquid_mt_da_deepseek,44428670,8885734.0,0.01111568%,,mixed_open_or_public_domain_licences,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",same direct basis if obligations and provenance are retained,no,not_needed_within_direct_scope,Aggregate selected from multiple licensed/public-domain source corpora.,medium,"Project-generated dialogues use DynaWord source excerpts or handcrafted seeds; the project owner confirmed the retained DynaWord passages are open/public-domain. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance.",data/downloads/datasets/synquid_mt_da_deepseek/.cache/huggingface/download/README.md.metadata,https://huggingface.co/api/datasets/synquid/mt-da-deepseek,yes
synquid/translation-100k,https://huggingface.co/datasets/synquid/translation-100k,synquid_translation_100k,491173060,98234612.0,0.12288742%,,mixed_open_or_public_domain_licences,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",same direct basis if obligations and provenance are retained,no,not_needed_within_direct_scope,Aggregate selected from multiple licensed/public-domain source corpora.,medium,"Every retained row names oliverkinch/machine-translation-da-en and its underlying OPUS corpus; follow those per-corpus open/public terms. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance.",data/downloads/datasets/synquid_translation_100k/.cache/huggingface/download/README.md.metadata,https://huggingface.co/api/datasets/synquid/translation-100k,yes
synquid/wiki-instruct-da,https://huggingface.co/datasets/synquid/wiki-instruct-da,synquid_wiki_instruct_da,4940597550,988119510.0,1.23609650%,,mixed_open_or_public_domain_licences,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",same direct basis if obligations and provenance are retained,no,not_needed_within_direct_scope,Aggregate selected from multiple licensed/public-domain source corpora.,medium,"Wikipedia-derived instructions remain governed by the applicable CC-BY-SA source terms. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance.",data/downloads/datasets/synquid_wiki_instruct_da/.cache/huggingface/download/README.md.metadata,https://huggingface.co/api/datasets/synquid/wiki-instruct-da,yes
synquid/wildchat-100k-qwen-messages,https://huggingface.co/datasets/synquid/wildchat-100k-qwen-messages,synquid_wildchat_100k_qwen_messages,949342260,189868452.0,0.23751755%,other,explicit_publisher_training_permission,"affirmative WildChat user consent for research/product-development use and third-party publication/sharing, accepted by the project owner as express permission for current research model training","downstream use remains limited by the documented consent scope, dataset terms, and independent privacy obligations",no,not_needed_within_direct_scope,Authorized DFM/Synquid contribution retaining WildChat prompts covered by affirmative user consent accepted for current research training.,high,"The ICLR 2024 WildChat paper documents a two-step affirmative collection/use/publication consent flow; on 2026-08-17 the project owner accepted that consent as express permission for the current research training use. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance.",data/downloads/datasets/synquid_wildchat_100k_qwen_messages/.cache/huggingface/download/README.md.metadata,https://huggingface.co/api/datasets/synquid/wildchat-100k-qwen-messages,yes
Team-ACE/ToolACE,https://huggingface.co/datasets/Team-ACE/ToolACE,toolace_native_tool_use,126139530,25227906.0,0.03155906%,apache-2.0,direct_open_licence_or_public_terms,"direct licence, subject to attribution/share-alike/notice and source-scope verification",same direct basis within licence scope,no,not_needed_within_direct_scope,Top-level dataset repository or agreement source.,medium,Repository declares an open/public licence; embedded third-party content still needs scope verification.,data/downloads/datasets/toolace/.cache/huggingface/download/README.md.metadata,https://huggingface.co/api/datasets/Team-ACE/ToolACE,scope_check
